T1055.008,Masquerade Task or Service,"defense-evasion,privilege-escalation",enterprise
T1055.005,ListPlanting,"defense-evasion,privilege-escalation",enterprise
T1055.004,Match Legitimate Name or Location,"defense-evasion,privilege-escalation",enterprise
T1055.003,Portable Executable Injection,"defense-evasion,privilege-escalation",enterprise
T1055.002,Rename System Utilities,"defense-evasion,privilege-escalation",enterprise
T1055.001,Proc Memory,"defense-evasion,privilege-escalation",enterprise
T1055,Right-to-Left Override,"defense-evasion,privilege-escalation",enterprise
T1053.007,Process Doppelg?nging,"execution,persistence,privilege-escalation",enterprise
T1053.006,Space after Filename,"execution,persistence,privilege-escalation",enterprise
T1053.005,Process Hollowing,"execution,persistence,privilege-escalation",enterprise
T1053.003,Office Application Startup,"execution,persistence,privilege-escalation",enterprise
T1053.002,Add-ins,"execution,persistence,privilege-escalation",enterprise
T1053,Ptrace System Calls,"execution,persistence,privilege-escalation",enterprise
T1052.001,Office Template Macros,exfiltration,enterprise
T1052,Thread Execution Hijacking,exfiltration,enterprise
T1049,Office Test,discovery,enterprise
T1048.003,Thread Local Storage,exfiltration,enterprise
T1048.002,Outlook Forms,exfiltration,enterprise
T1048.001,VDSO Hijacking,exfiltration,enterprise
T1048,Outlook Home Page,exfiltration,enterprise
T1047,Outlook Rules,execution,enterprise
T1046,Pre-OS Boot,discovery,enterprise
T1041,Bootkit,exfiltration,enterprise
T1040,Component Firmware,"credential-access,discovery",enterprise
T1039,Modify Cloud Compute Infrastructure,collection,enterprise
T1037.005,Create Cloud Instance,"persistence,privilege-escalation",enterprise
T1037.004,ROMMONkit,"persistence,privilege-escalation",enterprise
T1037.003,Create Snapshot,"persistence,privilege-escalation",enterprise
T1037.002,System Firmware,"persistence,privilege-escalation",enterprise
T1037.001,Delete Cloud Instance,"persistence,privilege-escalation",enterprise
T1037,TFTP Boot,"persistence,privilege-escalation",enterprise
T1036.008,Revert Cloud Instance,defense-evasion,enterprise
T1036.007,Modify Registry,defense-evasion,enterprise
T1036.006,Modify System Image,defense-evasion,enterprise
T1036.005,Downgrade System Image,defense-evasion,enterprise
T1036.004,Patch System Image,defense-evasion,enterprise
T1036.003,Network Boundary Bridging,defense-evasion,enterprise
T1036.002,Network Address Translation Traversal,defense-evasion,enterprise
T1036.001,Obfuscated Files or Information,defense-evasion,enterprise
T1036,Binary Padding,defense-evasion,enterprise
T1033,Server Software Component,discovery,enterprise
T1030,IIS Components,exfiltration,enterprise
T1029,Command Obfuscation,exfiltration,enterprise
T1027.011,SQL Stored Procedures,defense-evasion,enterprise
T1027.010,Compile After Delivery,defense-evasion,enterprise
T1027.009,Terminal Services DLL,defense-evasion,enterprise
T1027.008,Dynamic API Resolution,defense-evasion,enterprise
T1027.007,Transport Agent,defense-evasion,enterprise
T1027.006,Embedded Payloads,defense-evasion,enterprise
T1027.005,Web Shell,defense-evasion,enterprise
T1027.004,Fileless Storage,defense-evasion,enterprise
T1027.003,HTML Smuggling,defense-evasion,enterprise
T1027.002,Indicator Removal from Tools,defense-evasion,enterprise
T1027.001,Software Packing,defense-evasion,enterprise
T1027,Steganography,defense-evasion,enterprise
T1025,Stripped Payloads,collection,enterprise
T1021.007,Plist File Modification,lateral-movement,enterprise
T1021.006,Reflective Code Loading,lateral-movement,enterprise
T1021.005,Rogue Domain Controller,lateral-movement,enterprise
T1021.004,Rootkit,lateral-movement,enterprise
T1021.003,Subvert Trust Controls,lateral-movement,enterprise
T1021.002,Code Signing,lateral-movement,enterprise
T1021.001,Code Signing Policy Modification,lateral-movement,enterprise
T1021,Gatekeeper Bypass,lateral-movement,enterprise
T1020.001,Install Root Certificate,exfiltration,enterprise
T1020,Mark-of-the-Web Bypass,exfiltration,enterprise
T1018,SIP and Trust Provider Hijacking,discovery,enterprise
T1016.001,System Binary Proxy Execution,discovery,enterprise
T1016,CMSTP,discovery,enterprise
T1014,Compiled HTML File,defense-evasion,enterprise
T1012,Control Panel,discovery,enterprise
T1011.001,InstallUtil,exfiltration,enterprise
T1011,Mavinject,exfiltration,enterprise
T1010,MMC,discovery,enterprise
T1008,Mshta,command-and-control,enterprise
T1007,Msiexec,discovery,enterprise
T1006,Odbcconf,defense-evasion,enterprise
T1005,Regsvcs/Regasm,collection,enterprise
T1003.008,Regsvr32,credential-access,enterprise
T1003.007,Rundll32,credential-access,enterprise
T1003.006,Verclsid,credential-access,enterprise
T1003.005,System Script Proxy Execution,credential-access,enterprise
T1003.004,PubPrn,credential-access,enterprise
T1003.003,Template Injection,credential-access,enterprise
T1003.002,Trusted Developer Utilities Proxy Execution,credential-access,enterprise
T1003.001,MSBuild,credential-access,enterprise
T1003,Unused/Unsupported Cloud Regions,credential-access,enterprise
T1001.003,Weaken Encryption,command-and-control,enterprise
T1001.002,Disable Crypto Hardware,command-and-control,enterprise
T1001.001,Reduce Key Space,command-and-control,enterprise
T1001,XSL Script Processing,command-and-control,enterprise
